total_trades,win_rate,avg_win,avg_loss,profit_loss_ratio,cumulative_return,max_drawdown,sharpe_ratio,year,freq
29,86.20689655172413,0.004818383887239216,-0.010407778478746322,0.46295988111957,0.092843075349474,0.03399275896475232,1.6463018341455744,2023,60min
17,82.35294117647058,0.00411411455101024,-0.004484035420163965,0.9175026879827372,0.04485005478509474,0.010378090969897207,1.2612969717493447,2024,60min
31,80.64516129032258,0.002304162550158722,-0.005334854610450549,0.4319072811553391,0.025436514909060515,0.023933011467628967,0.605098931291263,2025,60min
86,76.74418604651163,0.0024258160996415918,-0.003117558387117329,0.778114087506999,0.11255676079027843,0.019421119485877415,2.661649397937443,2023,15min
75,78.66666666666666,0.0021849231399569346,-0.00371327950607483,0.5884079386920528,0.07821821992045885,0.030429001911035272,1.253959667069949,2024,15min
76,75.0,0.0015514376697366927,-0.002190965458209341,0.708106859432038,0.05689788397415341,0.011279924606511949,2.1199410864713535,2025,15min
227,66.96035242290749,0.0012923869796553694,-0.002294877628364047,0.5631616098748914,0.052721531575045555,0.017038385882714217,1.4678262277138117,2023,5min
201,75.62189054726367,0.0014227586499532458,-0.002051901273871224,0.6933855288607503,0.1435331970177065,0.01716015831644639,3.2508747465001275,2024,5min
203,71.42857142857143,0.0010578563436462682,-0.0014192702220725802,0.7453523136006234,0.10426127426714027,0.012154360376785241,3.388376052482487,2025,5min
